Commande n°;Total payé réel;Total transport;Nom du transporteur;Pays de livraison;Ville de facturation;Code pays de livraison
5309;58.370000;20.270000;Colissimo Dom-Tom / International;1;Brand-Erbisdorf;DE
5309;58.370000;20.270000;Colissimo Dom-Tom / International;1;Brand-Erbisdorf;DE
5310;34.340000;14.840000;TNT Express;8;Elesmes;FR
5311;173.080000;4.780000;Mondial Relay;8;MONTBELLET;FR
5312;101.030000;4.780000;Mondial Relay;8;Tassin la demi Lune;FR
5313;101.140000;14.840000;TNT Express;8;PLAN D'ORGON;FR
5313;101.140000;14.840000;TNT Express;8;PLAN D'ORGON;FR
5314;133.650000;5.260000;Mondial Relay;8;Montivilliers;FR
5314;133.650000;5.260000;Mondial Relay;8;Montivilliers;FR
5314;133.650000;5.260000;Mondial Relay;8;Montivilliers;FR
5314;133.650000;5.260000;Mondial Relay;8;Montivilliers;FR
5315;133.780000;4.780000;Mondial Relay;8;Evreux;FR
5315;133.780000;4.780000;Mondial Relay;8;Evreux;FR
5315;133.780000;4.780000;Mondial Relay;8;Evreux;FR
5316;143.240000;14.840000;TNT Express;8;QUIMPER;FR
5316;143.240000;14.840000;TNT Express;8;QUIMPER;FR
5316;143.240000;14.840000;TNT Express;8;QUIMPER;FR
5317;43.780000;4.780000;Mondial Relay;8;Bassussarry;FR
5318;154.840000;14.840000;TNT Express;8;epreville pres le neubourg;FR
5319;43.780000;4.780000;Mondial Relay;8;Notre dame d?allençon;FR
5319;43.780000;4.780000;Mondial Relay;8;Notre dame d?allençon;FR
5320;151.260000;5.260000;Mondial Relay;8;Loucelles;FR
5320;151.260000;5.260000;Mondial Relay;8;Loucelles;FR
5321;96.300000;5.260000;Mondial Relay;8;Saint-Onen-la-Chapelle;FR
5321;96.300000;5.260000;Mondial Relay;8;Saint-Onen-la-Chapelle;FR
5322;235.370000;6.770000;Mondial Relay;8;Ferney-Voltaire;FR
5322;235.370000;6.770000;Mondial Relay;8;Ferney-Voltaire;FR
5322;235.370000;6.770000;Mondial Relay;8;Ferney-Voltaire;FR
5322;235.370000;6.770000;Mondial Relay;8;Ferney-Voltaire;FR
5322;235.370000;6.770000;Mondial Relay;8;Ferney-Voltaire;FR
5322;235.370000;6.770000;Mondial Relay;8;Ferney-Voltaire;FR
5323;309.010000;23.410000;Colissimo Dom-Tom / International;7;Tampere;FI
5323;309.010000;23.410000;Colissimo Dom-Tom / International;7;Tampere;FI
5323;309.010000;23.410000;Colissimo Dom-Tom / International;7;Tampere;FI
5323;309.010000;23.410000;Colissimo Dom-Tom / International;7;Tampere;FI
5323;309.010000;23.410000;Colissimo Dom-Tom / International;7;Tampere;FI
5324;0.600000;4.780000;Mondial Relay;8;HAPPENCOURT;FR
5325;0.600000;4.780000;Mondial Relay;8;HAPPENCOURT;FR
5326;91.560000;5.260000;Mondial Relay;8;SAINT PIERRE DE VASSOLS;FR
5326;91.560000;5.260000;Mondial Relay;8;SAINT PIERRE DE VASSOLS;FR
5327;5.380000;4.780000;Mondial Relay;8;HAPPENCOURT;FR
5328;164.250000;6.590000;Mondial Relay;8;MOUANS SARTOUX;FR
5328;164.250000;6.590000;Mondial Relay;8;MOUANS SARTOUX;FR
5329;170.560000;6.590000;Mondial Relay;8;PITHIVIERS;FR
5329;170.560000;6.590000;Mondial Relay;8;PITHIVIERS;FR
5329;170.560000;6.590000;Mondial Relay;8;PITHIVIERS;FR
5330;52.820000;14.720000;TNT Express;8;ECHIRE;FR
5330;52.820000;14.720000;TNT Express;8;ECHIRE;FR
5331;91.560000;5.260000;Mondial Relay;8;MONESTIES ;FR
5331;91.560000;5.260000;Mondial Relay;8;MONESTIES ;FR
5332;308.640000;23.440000;Colissimo Dom-Tom / International;12;Steinfort ;LU
5332;308.640000;23.440000;Colissimo Dom-Tom / International;12;Steinfort ;LU
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5334;0.000000;4.780000;Mondial Relay;8;pontarlier;FR
5334;0.000000;4.780000;Mondial Relay;8;pontarlier;FR
5335;5.780000;4.780000;Mondial Relay;8;pontarlier;FR
5336;226.110000;23.000000;Colissimo Dom-Tom / International;3;La Louvière ;BE
5336;226.110000;23.000000;Colissimo Dom-Tom / International;3;La Louvière ;BE
5336;226.110000;23.000000;Colissimo Dom-Tom / International;3;La Louvière ;BE
5336;226.110000;23.000000;Colissimo Dom-Tom / International;3;La Louvière ;BE
5336;226.110000;23.000000;Colissimo Dom-Tom / International;3;La Louvière ;BE
5337;75.450000;9.900000;Colissimo;8;Mérignac;FR
5337;75.450000;9.900000;Colissimo;8;Mérignac;FR
5338;0.000000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5338;0.000000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5338;0.000000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5338;0.000000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5338;0.000000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5339;337.580000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5339;337.580000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5339;337.580000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5339;337.580000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5339;337.580000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5340;0.000000;17.340000;TNT Express;10;verona;IT
5341;68.480000;4.780000;Mondial Relay;8;BERNADETS;FR
5341;68.480000;4.780000;Mondial Relay;8;BERNADETS;FR
5341;68.480000;4.780000;Mondial Relay;8;BERNADETS;FR
5342;290.840000;12.700000;Colissimo;8;Puteaux;FR
5342;290.840000;12.700000;Colissimo;8;Puteaux;FR
5342;290.840000;12.700000;Colissimo;8;Puteaux;FR
5343;214.010000;11.620000;Colissimo;8;BORDEAUX;FR
5343;214.010000;11.620000;Colissimo;8;BORDEAUX;FR
5343;214.010000;11.620000;Colissimo;8;BORDEAUX;FR
5344;63.150000;9.900000;Colissimo;8;Cassis;FR
5344;63.150000;9.900000;Colissimo;8;Cassis;FR
5344;63.150000;9.900000;Colissimo;8;Cassis;FR
5345;0.000000;9.000000;Colissimo;8;Challex;FR
5345;0.000000;9.000000;Colissimo;8;Challex;FR
5346;102.220000;50.870000;TNT Express;6;Campillo de Llerena;ES
5346;102.220000;50.870000;TNT Express;6;Campillo de Llerena;ES
5347;303.810000;0.000000;Chronopost;8;STE FOY;FR
5347;303.810000;0.000000;Chronopost;8;STE FOY;FR
5348;219.970000;6.770000;Mondial Relay;8;saint joseph de rivière;FR
5348;219.970000;6.770000;Mondial Relay;8;saint joseph de rivière;FR
5349;119.260000;5.260000;Mondial Relay;8;Paris;FR
5349;119.260000;5.260000;Mondial Relay;8;Paris;FR
