Commande n°;Total payé réel;Total transport;Nom du transporteur;Pays de livraison;Ville de facturation;Code pays de livraison
5461;61.600000;13.000000;Colissimo  Dom-Tom / International;15;PORTO;PT
5462;80.780000;4.780000;Mondial Relay;8;Fleury;FR
5462;80.780000;4.780000;Mondial Relay;8;Fleury;FR
5462;80.780000;4.780000;Mondial Relay;8;Fleury;FR
5463;45.840000;15.000000;Colissimo  Dom-Tom / International;141;Fort de france;MQ
5464;77.800000;13.000000;Colissimo  Dom-Tom / International;2;Mäder;AT
5464;77.800000;13.000000;Colissimo  Dom-Tom / International;2;Mäder;AT
5464;77.800000;13.000000;Colissimo  Dom-Tom / International;2;Mäder;AT
5464;77.800000;13.000000;Colissimo  Dom-Tom / International;2;Mäder;AT
5465;94.770000;22.000000;Colissimo  Dom-Tom / International;176;Le port;RE
5465;94.770000;22.000000;Colissimo  Dom-Tom / International;176;Le port;RE
5466;92.760000;5.260000;Mondial Relay;8;Vaulx en vélin;FR
5466;92.760000;5.260000;Mondial Relay;8;Vaulx en vélin;FR
5467;231.120000;12.720000;Colissimo;8;Caromb;FR
5467;231.120000;12.720000;Colissimo;8;Caromb;FR
5468;81.930000;10.870000;Colissimo;8;Fos-sur-Mer ;FR
5468;81.930000;10.870000;Colissimo;8;Fos-sur-Mer ;FR
5468;81.930000;10.870000;Colissimo;8;Fos-sur-Mer ;FR
5468;81.930000;10.870000;Colissimo;8;Fos-sur-Mer ;FR
5469;283.500000;0.000000;Mondial Relay;8;BRESNAY;FR
5469;283.500000;0.000000;Mondial Relay;8;BRESNAY;FR
5469;283.500000;0.000000;Mondial Relay;8;BRESNAY;FR
5470;119.800000;15.600000;Colissimo  Dom-Tom / International;14;Luxembourg;PL
5470;119.800000;15.600000;Colissimo  Dom-Tom / International;14;Luxembourg;PL
5471;187.000000;12.720000;Colissimo;8;CASTRES;FR
5471;187.000000;12.720000;Colissimo;8;CASTRES;FR
5472;112.270000;5.260000;Mondial Relay;8;LONGJUMEAU;FR
5472;112.270000;5.260000;Mondial Relay;8;LONGJUMEAU;FR
5472;112.270000;5.260000;Mondial Relay;8;LONGJUMEAU;FR
5473;115.930000;4.780000;Mondial Relay;8;Rabastens;FR
5473;115.930000;4.780000;Mondial Relay;8;Rabastens;FR
5474;89.800000;4.780000;Mondial Relay;8;Chancelade;FR
5474;89.800000;4.780000;Mondial Relay;8;Chancelade;FR
5475;209.100000;13.780000;Colissimo;8;GRIEGES;FR
5475;209.100000;13.780000;Colissimo;8;GRIEGES;FR
5475;209.100000;13.780000;Colissimo;8;GRIEGES;FR
5476;141.740000;5.260000;Mondial Relay;8;Pont-du-Casse;FR
5476;141.740000;5.260000;Mondial Relay;8;Pont-du-Casse;FR
5476;141.740000;5.260000;Mondial Relay;8;Pont-du-Casse;FR
5477;351.000000;0.000000;Chronopost International;3;Ieper;BE
5477;351.000000;0.000000;Chronopost International;3;Ieper;BE
5477;351.000000;0.000000;Chronopost International;3;Ieper;BE
5477;351.000000;0.000000;Chronopost International;3;Ieper;BE
5477;351.000000;0.000000;Chronopost International;3;Ieper;BE
5477;351.000000;0.000000;Chronopost International;3;Ieper;BE
5478;172.850000;6.590000;Mondial Relay;8;Saint-Beauzire;FR
5478;172.850000;6.590000;Mondial Relay;8;Saint-Beauzire;FR
5478;172.850000;6.590000;Mondial Relay;8;Saint-Beauzire;FR
5479;94.950000;9.930000;Colissimo;8;VILLE SUR ARCE;FR
5479;94.950000;9.930000;Colissimo;8;VILLE SUR ARCE;FR
5480;105.450000;9.930000;Colissimo;8;Bethoncourt;FR
5480;105.450000;9.930000;Colissimo;8;Bethoncourt;FR
5481;141.740000;5.260000;Mondial Relay;8;Thionville;FR
5481;141.740000;5.260000;Mondial Relay;8;Thionville;FR
5481;141.740000;5.260000;Mondial Relay;8;Thionville;FR
5481;141.740000;5.260000;Mondial Relay;8;Thionville;FR
5481;141.740000;5.260000;Mondial Relay;8;Thionville;FR
5482;136.920000;11.400000;Colissimo;8;TREMBLAY-EN-FRANCE;FR
5482;136.920000;11.400000;Colissimo;8;TREMBLAY-EN-FRANCE;FR
5482;136.920000;11.400000;Colissimo;8;TREMBLAY-EN-FRANCE;FR
5482;136.920000;11.400000;Colissimo;8;TREMBLAY-EN-FRANCE;FR
5483;121.850000;20.840000;TNT Express;3;Bruxelles;BE
5483;121.850000;20.840000;TNT Express;3;Bruxelles;BE
5484;148.120000;11.640000;Colissimo;8;LE PUY SAINTE REPARADE;FR
5484;148.120000;11.640000;Colissimo;8;LE PUY SAINTE REPARADE;FR
5485;292.880000;0.000000;Colissimo;8;Alfortville;FR
5485;292.880000;0.000000;Colissimo;8;Alfortville;FR
5486;170.230000;12.720000;Colissimo;8;Mont de Marsan;FR
5486;170.230000;12.720000;Colissimo;8;Mont de Marsan;FR
5486;170.230000;12.720000;Colissimo;8;Mont de Marsan;FR
5487;95.700000;9.930000;Colissimo;8;Aigremont;FR
5487;95.700000;9.930000;Colissimo;8;Aigremont;FR
5487;95.700000;9.930000;Colissimo;8;Aigremont;FR
5488;148.120000;11.640000;Colissimo;8;Saint jean de boiseau;FR
5488;148.120000;11.640000;Colissimo;8;Saint jean de boiseau;FR
5489;85.950000;9.930000;Colissimo;8;Valencin ;FR
5489;85.950000;9.930000;Colissimo;8;Valencin ;FR
5489;85.950000;9.930000;Colissimo;8;Valencin ;FR
5490;47.450000;4.940000;Mondial Relay;3;Beauraing;BE
5490;47.450000;4.940000;Mondial Relay;3;Beauraing;BE
5491;167.190000;6.590000;Mondial Relay;8;Saint Jean le blanc;FR
5491;167.190000;6.590000;Mondial Relay;8;Saint Jean le blanc;FR
5492;77.940000;9.930000;Colissimo;8;NILVANGE;FR
5492;77.940000;9.930000;Colissimo;8;NILVANGE;FR
5492;77.940000;9.930000;Colissimo;8;NILVANGE;FR
5493;48.020000;9.020000;Colissimo;8;BOUXWILLER;FR
5494;245.650000;13.780000;Colissimo;8;TEMPLEUVE EN TEVEL;FR
5494;245.650000;13.780000;Colissimo;8;TEMPLEUVE EN TEVEL;FR
5495;72.790000;4.780000;Mondial Relay;8;MAUBEC;FR
5495;72.790000;4.780000;Mondial Relay;8;MAUBEC;FR
5495;72.790000;4.780000;Mondial Relay;8;MAUBEC;FR
