Commande n°;Total payé réel;Total transport;Nom du transporteur;Pays de livraison;Ville de facturation;Code pays de livraison
5241;34.880000;4.780000;Mondial Relay;8;Dole;FR
5241;34.880000;4.780000;Mondial Relay;8;Dole;FR
5242;91.560000;5.260000;Mondial Relay;8;93130 - NOISY LE SEC;FR
5242;91.560000;5.260000;Mondial Relay;8;93130 - NOISY LE SEC;FR
5243;271.670000;14.990000;Chronopost;8;PARIS;FR
5243;271.670000;14.990000;Chronopost;8;PARIS;FR
5243;271.670000;14.990000;Chronopost;8;PARIS;FR
5244;133.660000;5.260000;Mondial Relay;8;Razac-sur-l'Isle;FR
5244;133.660000;5.260000;Mondial Relay;8;Razac-sur-l'Isle;FR
5244;133.660000;5.260000;Mondial Relay;8;Razac-sur-l'Isle;FR
5245;106.520000;20.220000;Colissimo Dom-Tom / International;3;St Georges sur Meuse ;BE
5245;106.520000;20.220000;Colissimo Dom-Tom / International;3;St Georges sur Meuse ;BE
5246;143.720000;45.790000;Colissimo Dom-Tom / International;141;Schoelcher ;MQ
5246;143.720000;45.790000;Colissimo Dom-Tom / International;141;Schoelcher ;MQ
5246;143.720000;45.790000;Colissimo Dom-Tom / International;141;Schoelcher ;MQ
5246;143.720000;45.790000;Colissimo Dom-Tom / International;141;Schoelcher ;MQ
5246;143.720000;45.790000;Colissimo Dom-Tom / International;141;Schoelcher ;MQ
5247;24.280000;4.780000;Mondial Relay;8;ARGELLIERS;FR
5248;133.660000;5.260000;Mondial Relay;8;GRUNDVILLER;FR
5248;133.660000;5.260000;Mondial Relay;8;GRUNDVILLER;FR
5249;153.790000;14.990000;TNT Express;8;CAUGE;FR
5249;153.790000;14.990000;TNT Express;8;CAUGE;FR
5249;153.790000;14.990000;TNT Express;8;CAUGE;FR
5250;0.000000;14.840000;TNT Express;8;St louis de montferrant;FR
5250;0.000000;14.840000;TNT Express;8;St louis de montferrant;FR
5251;34.340000;14.840000;TNT Express;8;La Rochelle;FR
5252;62.840000;14.840000;TNT Express;8;CONDE EN NORMANDIE;FR
5252;62.840000;14.840000;TNT Express;8;CONDE EN NORMANDIE;FR
5253;127.240000;5.260000;Mondial Relay;8;Douilly;FR
5253;127.240000;5.260000;Mondial Relay;8;Douilly;FR
5253;127.240000;5.260000;Mondial Relay;8;Douilly;FR
5254;91.040000;14.840000;TNT Express;8;Lisieux;FR
5254;91.040000;14.840000;TNT Express;8;Lisieux;FR
5254;91.040000;14.840000;TNT Express;8;Lisieux;FR
5255;101.140000;14.840000;TNT Express;8;Chabottes ;FR
5255;101.140000;14.840000;TNT Express;8;Chabottes ;FR
5256;24.280000;4.780000;Mondial Relay;8;Montauban;FR
5257;42.880000;4.780000;Mondial Relay;8;Orange;FR
5257;42.880000;4.780000;Mondial Relay;8;Orange;FR
5258;87.850000;16.850000;Colissimo Dom-Tom / International;3;Nieuwpoort;BE
5259;205.590000;6.590000;Mondial Relay;8;Saint herblain;FR
5259;205.590000;6.590000;Mondial Relay;8;Saint herblain;FR
5260;114.340000;14.840000;TNT Express;8;Paris;FR
5260;114.340000;14.840000;TNT Express;8;Paris;FR
5261;146.700000;45.790000;Colissimo Dom-Tom / International;98;Baie-mahault;GP
5261;146.700000;45.790000;Colissimo Dom-Tom / International;98;Baie-mahault;GP
5261;146.700000;45.790000;Colissimo Dom-Tom / International;98;Baie-mahault;GP
5261;146.700000;45.790000;Colissimo Dom-Tom / International;98;Baie-mahault;GP
5262;58.320000;20.220000;Colissimo Dom-Tom / International;1;Vaihingen an der Enz;DE
5262;58.320000;20.220000;Colissimo Dom-Tom / International;1;Vaihingen an der Enz;DE
5263;106.780000;20.480000;Colissimo;3;Nivelet (LEGLISE );BE
5263;106.780000;20.480000;Colissimo;3;Nivelet (LEGLISE );BE
5264;43.780000;4.780000;Mondial Relay;8;CHARBONNIERES LES VARENNES;FR
5264;43.780000;4.780000;Mondial Relay;8;CHARBONNIERES LES VARENNES;FR
5265;24.280000;4.780000;Mondial Relay;8;Caumont;FR
5266;211.140000;5.260000;Mondial Relay;8;azy sur marne;FR
5266;211.140000;5.260000;Mondial Relay;8;azy sur marne;FR
5266;211.140000;5.260000;Mondial Relay;8;azy sur marne;FR
5267;91.040000;14.840000;TNT Express;8;Livry-Gargan;FR
5267;91.040000;14.840000;TNT Express;8;Livry-Gargan;FR
5268;133.660000;5.260000;Mondial Relay;8;CARVIN;FR
5268;133.660000;5.260000;Mondial Relay;8;CARVIN;FR
5269;204.240000;60.300000;Colissimo Dom-Tom / International;176;entre-deux;RE
5269;204.240000;60.300000;Colissimo Dom-Tom / International;176;entre-deux;RE
5270;119.980000;4.780000;Mondial Relay;8;SORGUES;FR
5270;119.980000;4.780000;Mondial Relay;8;SORGUES;FR
5270;119.980000;4.780000;Mondial Relay;8;SORGUES;FR
5270;119.980000;4.780000;Mondial Relay;8;SORGUES;FR
5271;53.840000;14.840000;TNT Express;8;Livry-Gargan;FR
5271;53.840000;14.840000;TNT Express;8;Livry-Gargan;FR
5272;179.370000;6.770000;Mondial Relay;8;Pézenas;FR
5272;179.370000;6.770000;Mondial Relay;8;Pézenas;FR
5272;179.370000;6.770000;Mondial Relay;8;Pézenas;FR
5273;24.280000;4.780000;Mondial Relay;8;Allex;FR
5274;187.590000;14.990000;TNT Express;8;Belley;FR
5274;187.590000;14.990000;TNT Express;8;Belley;FR
5274;187.590000;14.990000;TNT Express;8;Belley;FR
5275;0.000000;0.000000;TNT Express;8;CERGY;FR
5276;80.980000;4.780000;Mondial Relay;8;Oberhoffen sur moder ;FR
5276;80.980000;4.780000;Mondial Relay;8;Oberhoffen sur moder ;FR
5276;80.980000;4.780000;Mondial Relay;8;Oberhoffen sur moder ;FR
5277;210.930000;6.590000;Mondial Relay;8;Abbeville;FR
5277;210.930000;6.590000;Mondial Relay;8;Abbeville;FR
5277;210.930000;6.590000;Mondial Relay;8;Abbeville;FR
5277;210.930000;6.590000;Mondial Relay;8;Abbeville;FR
5277;210.930000;6.590000;Mondial Relay;8;Abbeville;FR
5278;129.740000;20.240000;Colissimo Dom-Tom / International;1;Leipzig;DE
5278;129.740000;20.240000;Colissimo Dom-Tom / International;1;Leipzig;DE
5279;187.520000;32.180000;Colissimo Dom-Tom / International;19;Vouvry;CH
5279;187.520000;32.180000;Colissimo Dom-Tom / International;19;Vouvry;CH
5279;187.520000;32.180000;Colissimo Dom-Tom / International;19;Vouvry;CH
5280;34.030000;4.780000;Mondial Relay;8;NOGENT SUR MARNE ;FR
5281;91.560000;5.260000;Mondial Relay;8;DECHY;FR
5281;91.560000;5.260000;Mondial Relay;8;DECHY;FR
5282;34.340000;14.840000;TNT Express;8;Vindry sur Turdine ;FR
5283;34.340000;14.840000;TNT Express;8;Levallois-Perret;FR
5284;187.590000;14.990000;TNT Express;8;olivet ;FR
5284;187.590000;14.990000;TNT Express;8;olivet ;FR
5284;187.590000;14.990000;TNT Express;8;olivet ;FR
5285;87.240000;5.260000;Mondial Relay;8;Concarneau;FR
5285;87.240000;5.260000;Mondial Relay;8;Concarneau;FR
5286;187.590000;14.990000;TNT Express;8;Belley;FR
5286;187.590000;14.990000;TNT Express;8;Belley;FR
5286;187.590000;14.990000;TNT Express;8;Belley;FR
5287;166.760000;6.590000;Mondial Relay;8;Mormant;FR
5287;166.760000;6.590000;Mondial Relay;8;Mormant;FR
5288;111.140000;14.840000;TNT Express;8;Paris;FR
5288;111.140000;14.840000;TNT Express;8;Paris;FR
5289;292.270000;6.770000;Mondial Relay;8;HAPPENCOURT;FR
5289;292.270000;6.770000;Mondial Relay;8;HAPPENCOURT;FR
5290;321.980000;40.980000;Colissimo Dom-Tom / International;3;St Georges sur Meuse ;BE
5290;321.980000;40.980000;Colissimo Dom-Tom / International;3;St Georges sur Meuse ;BE
5291;101.140000;14.840000;TNT Express;8;Grand bourgtheroulde ;FR
5291;101.140000;14.840000;TNT Express;8;Grand bourgtheroulde ;FR
5292;143.240000;14.840000;TNT Express;8;La Chevroliere;FR
5292;143.240000;14.840000;TNT Express;8;La Chevroliere;FR
5292;143.240000;14.840000;TNT Express;8;La Chevroliere;FR
5292;143.240000;14.840000;TNT Express;8;La Chevroliere;FR
5292;143.240000;14.840000;TNT Express;8;La Chevroliere;FR
5293;62.380000;4.780000;Mondial Relay;8;AUZIELLE;FR
5293;62.380000;4.780000;Mondial Relay;8;AUZIELLE;FR
5293;62.380000;4.780000;Mondial Relay;8;AUZIELLE;FR
5294;42.880000;4.780000;Mondial Relay;8;Saint-Onen-la-Chapelle;FR
5294;42.880000;4.780000;Mondial Relay;8;Saint-Onen-la-Chapelle;FR
5295;69.380000;4.780000;Mondial Relay;8;Breuillet ;FR
5295;69.380000;4.780000;Mondial Relay;8;Breuillet ;FR
5295;69.380000;4.780000;Mondial Relay;8;Breuillet ;FR
5296;163.190000;6.590000;Mondial Relay;8;Le Plessis Robinson;FR
5296;163.190000;6.590000;Mondial Relay;8;Le Plessis Robinson;FR
5296;163.190000;6.590000;Mondial Relay;8;Le Plessis Robinson;FR
5297;143.240000;14.840000;TNT Express;8;schoelcher;FR
5297;143.240000;14.840000;TNT Express;8;schoelcher;FR
5298;78.180000;20.580000;Colissimo;3;Bruxelles;BE
5298;78.180000;20.580000;Colissimo;3;Bruxelles;BE
5298;78.180000;20.580000;Colissimo;3;Bruxelles;BE
5299;106.880000;20.580000;Colissimo National / Dom-Tom / International;10;Quaderni di Villafranca;IT
5299;106.880000;20.580000;Colissimo National / Dom-Tom / International;10;Quaderni di Villafranca;IT
5300;24.280000;4.780000;Mondial Relay;8;Le Teich;FR
5301;175.490000;14.990000;TNT Express;8;Paris;FR
5301;175.490000;14.990000;TNT Express;8;Paris;FR
5301;175.490000;14.990000;TNT Express;8;Paris;FR
5301;175.490000;14.990000;TNT Express;8;Paris;FR
5301;175.490000;14.990000;TNT Express;8;Paris;FR
5301;175.490000;14.990000;TNT Express;8;Paris;FR
5302;91.560000;5.260000;Mondial Relay;8;Saint nizier le désert ;FR
5302;91.560000;5.260000;Mondial Relay;8;Saint nizier le désert ;FR
5303;91.560000;5.260000;Mondial Relay;8;LA SEYNE SUR MER;FR
5303;91.560000;5.260000;Mondial Relay;8;LA SEYNE SUR MER;FR
5304;205.590000;6.590000;Mondial Relay;8;CAZILHAC;FR
5304;205.590000;6.590000;Mondial Relay;8;CAZILHAC;FR
5305;43.780000;4.780000;Mondial Relay;8;Velorcey;FR
5305;43.780000;4.780000;Mondial Relay;8;Velorcey;FR
5306;105.140000;27.140000;Colissimo Dom-Tom / International;1;Burghausen;DE
5306;105.140000;27.140000;Colissimo Dom-Tom / International;1;Burghausen;DE
5306;105.140000;27.140000;Colissimo Dom-Tom / International;1;Burghausen;DE
5306;105.140000;27.140000;Colissimo Dom-Tom / International;1;Burghausen;DE
5307;183.670000;6.590000;Mondial Relay;8;CHOISY-LE-ROI;FR
5307;183.670000;6.590000;Mondial Relay;8;CHOISY-LE-ROI;FR
5308;291.970000;6.770000;Mondial Relay;8;Benon;FR
5308;291.970000;6.770000;Mondial Relay;8;Benon;FR
5309;58.370000;20.270000;Colissimo Dom-Tom / International;1;Brand-Erbisdorf;DE
5309;58.370000;20.270000;Colissimo Dom-Tom / International;1;Brand-Erbisdorf;DE
5310;34.340000;14.840000;TNT Express;8;Elesmes;FR
5311;173.080000;4.780000;Mondial Relay;8;MONTBELLET;FR
5312;101.030000;4.780000;Mondial Relay;8;Tassin la demi Lune;FR
5313;101.140000;14.840000;TNT Express;8;PLAN D'ORGON;FR
5313;101.140000;14.840000;TNT Express;8;PLAN D'ORGON;FR
5314;133.650000;5.260000;Mondial Relay;8;Montivilliers;FR
5314;133.650000;5.260000;Mondial Relay;8;Montivilliers;FR
5314;133.650000;5.260000;Mondial Relay;8;Montivilliers;FR
5314;133.650000;5.260000;Mondial Relay;8;Montivilliers;FR
5315;133.780000;4.780000;Mondial Relay;8;Evreux;FR
5315;133.780000;4.780000;Mondial Relay;8;Evreux;FR
5315;133.780000;4.780000;Mondial Relay;8;Evreux;FR
5316;143.240000;14.840000;TNT Express;8;QUIMPER;FR
5316;143.240000;14.840000;TNT Express;8;QUIMPER;FR
5316;143.240000;14.840000;TNT Express;8;QUIMPER;FR
5317;43.780000;4.780000;Mondial Relay;8;Bassussarry;FR
5318;154.840000;14.840000;TNT Express;8;epreville pres le neubourg;FR
5319;43.780000;4.780000;Mondial Relay;8;Notre dame d?allençon;FR
5319;43.780000;4.780000;Mondial Relay;8;Notre dame d?allençon;FR
5320;151.260000;5.260000;Mondial Relay;8;Loucelles;FR
5320;151.260000;5.260000;Mondial Relay;8;Loucelles;FR
5321;96.300000;5.260000;Mondial Relay;8;Saint-Onen-la-Chapelle;FR
5321;96.300000;5.260000;Mondial Relay;8;Saint-Onen-la-Chapelle;FR
5322;235.370000;6.770000;Mondial Relay;8;Ferney-Voltaire;FR
5322;235.370000;6.770000;Mondial Relay;8;Ferney-Voltaire;FR
5322;235.370000;6.770000;Mondial Relay;8;Ferney-Voltaire;FR
5322;235.370000;6.770000;Mondial Relay;8;Ferney-Voltaire;FR
5322;235.370000;6.770000;Mondial Relay;8;Ferney-Voltaire;FR
5322;235.370000;6.770000;Mondial Relay;8;Ferney-Voltaire;FR
5323;309.010000;23.410000;Colissimo Dom-Tom / International;7;Tampere;FI
5323;309.010000;23.410000;Colissimo Dom-Tom / International;7;Tampere;FI
5323;309.010000;23.410000;Colissimo Dom-Tom / International;7;Tampere;FI
5323;309.010000;23.410000;Colissimo Dom-Tom / International;7;Tampere;FI
5323;309.010000;23.410000;Colissimo Dom-Tom / International;7;Tampere;FI
5324;0.600000;4.780000;Mondial Relay;8;HAPPENCOURT;FR
5325;0.600000;4.780000;Mondial Relay;8;HAPPENCOURT;FR
5326;91.560000;5.260000;Mondial Relay;8;SAINT PIERRE DE VASSOLS;FR
5326;91.560000;5.260000;Mondial Relay;8;SAINT PIERRE DE VASSOLS;FR
5327;5.380000;4.780000;Mondial Relay;8;HAPPENCOURT;FR
5328;164.250000;6.590000;Mondial Relay;8;MOUANS SARTOUX;FR
5328;164.250000;6.590000;Mondial Relay;8;MOUANS SARTOUX;FR
5329;170.560000;6.590000;Mondial Relay;8;PITHIVIERS;FR
5329;170.560000;6.590000;Mondial Relay;8;PITHIVIERS;FR
5329;170.560000;6.590000;Mondial Relay;8;PITHIVIERS;FR
5330;52.820000;14.720000;TNT Express;8;ECHIRE;FR
5330;52.820000;14.720000;TNT Express;8;ECHIRE;FR
5331;91.560000;5.260000;Mondial Relay;8;MONESTIES ;FR
5331;91.560000;5.260000;Mondial Relay;8;MONESTIES ;FR
5332;308.640000;23.440000;Colissimo Dom-Tom / International;12;Steinfort ;LU
5332;308.640000;23.440000;Colissimo Dom-Tom / International;12;Steinfort ;LU
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5333;417.500000;32.250000;Colissimo Dom-Tom / International;19;Rolle;CH
5334;0.000000;4.780000;Mondial Relay;8;pontarlier;FR
5334;0.000000;4.780000;Mondial Relay;8;pontarlier;FR
5335;5.780000;4.780000;Mondial Relay;8;pontarlier;FR
5336;226.110000;23.000000;Colissimo Dom-Tom / International;3;La Louvière ;BE
5336;226.110000;23.000000;Colissimo Dom-Tom / International;3;La Louvière ;BE
5336;226.110000;23.000000;Colissimo Dom-Tom / International;3;La Louvière ;BE
5336;226.110000;23.000000;Colissimo Dom-Tom / International;3;La Louvière ;BE
5336;226.110000;23.000000;Colissimo Dom-Tom / International;3;La Louvière ;BE
5337;75.450000;9.900000;Colissimo;8;Mérignac;FR
5337;75.450000;9.900000;Colissimo;8;Mérignac;FR
5338;0.000000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5338;0.000000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5338;0.000000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5338;0.000000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5338;0.000000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5339;337.580000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5339;337.580000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5339;337.580000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5339;337.580000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5339;337.580000;0.000000;Colissimo;8;TASSIN LA DEMI LUNE;FR
5340;0.000000;17.340000;TNT Express;10;verona;IT
5341;68.480000;4.780000;Mondial Relay;8;BERNADETS;FR
5341;68.480000;4.780000;Mondial Relay;8;BERNADETS;FR
5341;68.480000;4.780000;Mondial Relay;8;BERNADETS;FR
5342;290.840000;12.700000;Colissimo;8;Puteaux;FR
5342;290.840000;12.700000;Colissimo;8;Puteaux;FR
5342;290.840000;12.700000;Colissimo;8;Puteaux;FR
5343;214.010000;11.620000;Colissimo;8;BORDEAUX;FR
5343;214.010000;11.620000;Colissimo;8;BORDEAUX;FR
5343;214.010000;11.620000;Colissimo;8;BORDEAUX;FR
5344;63.150000;9.900000;Colissimo;8;Cassis;FR
5344;63.150000;9.900000;Colissimo;8;Cassis;FR
5344;63.150000;9.900000;Colissimo;8;Cassis;FR
5345;0.000000;9.000000;Colissimo;8;Challex;FR
5345;0.000000;9.000000;Colissimo;8;Challex;FR
5346;102.220000;50.870000;TNT Express;6;Campillo de Llerena;ES
5346;102.220000;50.870000;TNT Express;6;Campillo de Llerena;ES
5347;303.810000;0.000000;Chronopost;8;STE FOY;FR
5347;303.810000;0.000000;Chronopost;8;STE FOY;FR
5348;219.970000;6.770000;Mondial Relay;8;saint joseph de rivière;FR
5348;219.970000;6.770000;Mondial Relay;8;saint joseph de rivière;FR
5349;119.260000;5.260000;Mondial Relay;8;Paris;FR
5349;119.260000;5.260000;Mondial Relay;8;Paris;FR
5350;240.000000;12.700000;Colissimo;8;Loos;FR
5350;240.000000;12.700000;Colissimo;8;Loos;FR
5350;240.000000;12.700000;Colissimo;8;Loos;FR
5351;178.590000;6.590000;Mondial Relay;8;Albon;FR
5351;178.590000;6.590000;Mondial Relay;8;Albon;FR
5352;65.270000;6.770000;Mondial Relay;8;NIEUL LE DOLENT;FR
5352;65.270000;6.770000;Mondial Relay;8;NIEUL LE DOLENT;FR
5352;65.270000;6.770000;Mondial Relay;8;NIEUL LE DOLENT;FR
5353;28.500000;9.000000;Colissimo;8;Rezé;FR
5354;158.930000;45.790000;Chronopost;176;Saint-Denis;RE
5354;158.930000;45.790000;Chronopost;176;Saint-Denis;RE
5354;158.930000;45.790000;Chronopost;176;Saint-Denis;RE
5354;158.930000;45.790000;Chronopost;176;Saint-Denis;RE
5355;92.660000;5.260000;Mondial Relay;8;OIRY;FR
5355;92.660000;5.260000;Mondial Relay;8;OIRY;FR
5355;92.660000;5.260000;Mondial Relay;8;OIRY;FR
5355;92.660000;5.260000;Mondial Relay;8;OIRY;FR
5356;190.590000;6.590000;Mondial Relay;8;Miramas;FR
5356;190.590000;6.590000;Mondial Relay;8;Miramas;FR
5356;190.590000;6.590000;Mondial Relay;8;Miramas;FR
5357;0.000000;0.000000;Chronopost;8;orange;FR
5357;0.000000;0.000000;Chronopost;8;orange;FR
5357;0.000000;0.000000;Chronopost;8;orange;FR
5358;85.900000;9.900000;Colissimo;8;CREVIN;FR
5358;85.900000;9.900000;Colissimo;8;CREVIN;FR
5358;85.900000;9.900000;Colissimo;8;CREVIN;FR
5359;171.970000;5.260000;Mondial Relay;8;AIX EN PROVENCE;FR
5359;171.970000;5.260000;Mondial Relay;8;AIX EN PROVENCE;FR
5359;171.970000;5.260000;Mondial Relay;8;AIX EN PROVENCE;FR
5359;171.970000;5.260000;Mondial Relay;8;AIX EN PROVENCE;FR
5359;171.970000;5.260000;Mondial Relay;8;AIX EN PROVENCE;FR
5360;190.620000;27.140000;Chronopost;3;Grez-Doiceau;BE
