Commande n°;Mode de paiement;Total payé réel;Total produits;Total transport;Code pays de livraison
4781;Verifone e-commerce;187.630000;145.980000;12.430000;FR
4781;Verifone e-commerce;187.630000;145.980000;12.430000;FR
4782;Verifone e-commerce;68.000000;60.000000;8.000000;CH
4782;Verifone e-commerce;68.000000;60.000000;8.000000;CH
4783;Verifone e-commerce;155.940000;143.940000;12.000000;CH
4783;Verifone e-commerce;155.940000;143.940000;12.000000;CH
4783;Verifone e-commerce;155.940000;143.940000;12.000000;CH
4784;Verifone e-commerce;261.840000;190.110000;34.140000;IT
4784;Verifone e-commerce;261.840000;190.110000;34.140000;IT
4784;Verifone e-commerce;261.840000;190.110000;34.140000;IT
4784;Verifone e-commerce;261.840000;190.110000;34.140000;IT
4785;Verifone e-commerce;325.020000;292.020000;33.000000;RE
4785;Verifone e-commerce;325.020000;292.020000;33.000000;RE
4786;Verifone e-commerce;133.180000;106.880000;11.390000;FR
4786;Verifone e-commerce;133.180000;106.880000;11.390000;FR
4787;Verifone e-commerce;158.820000;157.500000;8.820000;FR
4787;Verifone e-commerce;158.820000;157.500000;8.820000;FR
4787;Verifone e-commerce;158.820000;157.500000;8.820000;FR
4787;Verifone e-commerce;158.820000;157.500000;8.820000;FR
4787;Verifone e-commerce;158.820000;157.500000;8.820000;FR
4787;Verifone e-commerce;158.820000;157.500000;8.820000;FR
4787;Verifone e-commerce;158.820000;157.500000;8.820000;FR
4787;Verifone e-commerce;158.820000;157.500000;8.820000;FR
4787;Verifone e-commerce;158.820000;157.500000;8.820000;FR
4787;Verifone e-commerce;158.820000;157.500000;8.820000;FR
4788;Verifone e-commerce;66.020000;47.700000;8.820000;FR
4788;Verifone e-commerce;66.020000;47.700000;8.820000;FR
4789;Verifone e-commerce;28.320000;16.200000;8.820000;FR
4790;PayPal;27.340000;16.200000;8.820000;FR
4791;PayPal;114.590000;85.720000;11.390000;FR
4791;PayPal;114.590000;85.720000;11.390000;FR
4791;PayPal;114.590000;85.720000;11.390000;FR
4791;PayPal;114.590000;85.720000;11.390000;FR
4792;Chèque;0.000000;318.600000;14.530000;FR
4792;Chèque;0.000000;318.600000;14.530000;FR
4792;Chèque;0.000000;318.600000;14.530000;FR
