Commande n°;Total payé réel;Total transport;Nom du transporteur;Pays de livraison;Ville de facturation;Code pays de livraison
4977;108.620000;4.920000;Mondial Relay;8;Maizières les Metz;FR
4977;108.620000;4.920000;Mondial Relay;8;Maizières les Metz;FR
4977;108.620000;4.920000;Mondial Relay;8;Maizières les Metz;FR
4977;108.620000;4.920000;Mondial Relay;8;Maizières les Metz;FR
4977;108.620000;4.920000;Mondial Relay;8;Maizières les Metz;FR
4978;92.240000;5.640000;Mondial Relay;8;Noeux les mines;FR
4978;92.240000;5.640000;Mondial Relay;8;Noeux les mines;FR
4979;62.170000;16.000000;Colissimo Dom-Tom / International;176;Sainte-Clotilde;RE
4979;62.170000;16.000000;Colissimo Dom-Tom / International;176;Sainte-Clotilde;RE
4979;62.170000;16.000000;Colissimo Dom-Tom / International;176;Sainte-Clotilde;RE
4980;183.370000;14.770000;Chronopost;8;courbevoie;FR
4980;183.370000;14.770000;Chronopost;8;courbevoie;FR
4980;183.370000;14.770000;Chronopost;8;courbevoie;FR
4980;183.370000;14.770000;Chronopost;8;courbevoie;FR
4980;183.370000;14.770000;Chronopost;8;courbevoie;FR
4980;183.370000;14.770000;Chronopost;8;courbevoie;FR
4980;183.370000;14.770000;Chronopost;8;courbevoie;FR
4981;38.500000;8.400000;Colissimo Dom-Tom / International;6;Llanera;ES
4981;38.500000;8.400000;Colissimo Dom-Tom / International;6;Llanera;ES
4982;100.420000;4.920000;Mondial Relay;8;Louannec;FR
4982;100.420000;4.920000;Mondial Relay;8;Louannec;FR
4983;457.890000;8.290000;Mondial Relay;8;MEAUX;FR
4983;457.890000;8.290000;Mondial Relay;8;MEAUX;FR
4984;46.790000;8.690000;Colissimo;8;Plourin les morlaix;FR
4984;46.790000;8.690000;Colissimo;8;Plourin les morlaix;FR
4985;177.230000;13.260000;Colissimo;8;Pranzac;FR
4985;177.230000;13.260000;Colissimo;8;Pranzac;FR
4985;177.230000;13.260000;Colissimo;8;Pranzac;FR
4986;0.000000;6.290000;Mondial Relay;8;noisiel;FR
4986;0.000000;6.290000;Mondial Relay;8;noisiel;FR
4986;0.000000;6.290000;Mondial Relay;8;noisiel;FR
4987;191.730000;12.230000;Colissimo;8;noisiel;FR
4987;191.730000;12.230000;Colissimo;8;noisiel;FR
4987;191.730000;12.230000;Colissimo;8;noisiel;FR
4988;330.220000;9.550000;Colissimo;8;La Tour du Pin;FR
4988;330.220000;9.550000;Colissimo;8;La Tour du Pin;FR
4989;28.190000;8.690000;Colissimo;8;LA BOURBOULE;FR
4990;120.120000;4.920000;Mondial Relay;8;VILLENEUVE LES AVIGNON;FR
4990;120.120000;4.920000;Mondial Relay;8;VILLENEUVE LES AVIGNON;FR
4990;120.120000;4.920000;Mondial Relay;8;VILLENEUVE LES AVIGNON;FR
4990;120.120000;4.920000;Mondial Relay;8;VILLENEUVE LES AVIGNON;FR
4990;120.120000;4.920000;Mondial Relay;8;VILLENEUVE LES AVIGNON;FR
4991;81.120000;4.920000;Mondial Relay;8;Biot;FR
4991;81.120000;4.920000;Mondial Relay;8;Biot;FR
4992;131.190000;8.690000;Colissimo;8;LES ESTABLES ;FR
4992;131.190000;8.690000;Colissimo;8;LES ESTABLES ;FR
4992;131.190000;8.690000;Colissimo;8;LES ESTABLES ;FR
4992;131.190000;8.690000;Colissimo;8;LES ESTABLES ;FR
4992;131.190000;8.690000;Colissimo;8;LES ESTABLES ;FR
4992;131.190000;8.690000;Colissimo;8;LES ESTABLES ;FR
4992;131.190000;8.690000;Colissimo;8;LES ESTABLES ;FR
4993;88.050000;9.550000;Colissimo;8;MALVES EN MINERVOIS;FR
4993;88.050000;9.550000;Colissimo;8;MALVES EN MINERVOIS;FR
4993;88.050000;9.550000;Colissimo;8;MALVES EN MINERVOIS;FR
4994;90.930000;14.630000;Chronopost;8;Trelins;FR
4994;90.930000;14.630000;Chronopost;8;Trelins;FR
4995;77.640000;4.920000;Mondial Relay;8;ST MALO DES TROIS FONTAINES;FR
4995;77.640000;4.920000;Mondial Relay;8;ST MALO DES TROIS FONTAINES;FR
4996;278.090000;7.150000;Mondial Relay;8;TALENCE;FR
4996;278.090000;7.150000;Mondial Relay;8;TALENCE;FR
4996;278.090000;7.150000;Mondial Relay;8;TALENCE;FR
4996;278.090000;7.150000;Mondial Relay;8;TALENCE;FR
4997;166.650000;6.290000;Mondial Relay;8;belfort;FR
4997;166.650000;6.290000;Mondial Relay;8;belfort;FR
4998;73.530000;8.690000;Colissimo;8;Villechauve;FR
4999;106.040000;5.640000;Mondial Relay;8;Damigny;FR
4999;106.040000;5.640000;Mondial Relay;8;Damigny;FR
5000;55.320000;4.920000;Mondial Relay;8;PARIS;FR
5001;109.750000;9.550000;Colissimo;8;saze;FR
5001;109.750000;9.550000;Colissimo;8;saze;FR
5001;109.750000;9.550000;Colissimo;8;saze;FR
5001;109.750000;9.550000;Colissimo;8;saze;FR
5002;90.150000;9.550000;Colissimo;8;TOULOUSE;FR
5002;90.150000;9.550000;Colissimo;8;TOULOUSE;FR
5002;90.150000;9.550000;Colissimo;8;TOULOUSE;FR
5002;90.150000;9.550000;Colissimo;8;TOULOUSE;FR
5003;134.040000;5.640000;Mondial Relay;8;Reims;FR
5003;134.040000;5.640000;Mondial Relay;8;Reims;FR
5003;134.040000;5.640000;Mondial Relay;8;Reims;FR
5003;134.040000;5.640000;Mondial Relay;8;Reims;FR
5003;134.040000;5.640000;Mondial Relay;8;Reims;FR
5004;28.190000;8.690000;Colissimo;8;RETOURNAC;FR
5005;121.200000;5.640000;Mondial Relay;8;CLAIS;FR
5005;121.200000;5.640000;Mondial Relay;8;CLAIS;FR
5006;134.040000;5.640000;Mondial Relay;8;CIRY-Le-NOBLE;FR
5006;134.040000;5.640000;Mondial Relay;8;CIRY-Le-NOBLE;FR
5007;100.930000;14.630000;Chronopost;8;Nice;FR
5007;100.930000;14.630000;Chronopost;8;Nice;FR
5008;102.130000;14.630000;Chronopost;8;bron;FR
5009;178.890000;6.290000;Mondial Relay;8;LAVERSINES;FR
5009;178.890000;6.290000;Mondial Relay;8;LAVERSINES;FR
5010;133.180000;11.200000;Colissimo;8;AUBERGENVILLE;FR
5010;133.180000;11.200000;Colissimo;8;AUBERGENVILLE;FR
5010;133.180000;11.200000;Colissimo;8;AUBERGENVILLE;FR
5010;133.180000;11.200000;Colissimo;8;AUBERGENVILLE;FR
5010;133.180000;11.200000;Colissimo;8;AUBERGENVILLE;FR
5011;176.200000;12.230000;Colissimo;8;Thoiry;FR
5011;176.200000;12.230000;Colissimo;8;Thoiry;FR
5011;176.200000;12.230000;Colissimo;8;Thoiry;FR
5012;102.130000;14.630000;Chronopost;8;BIGNAN;FR
5012;102.130000;14.630000;Chronopost;8;BIGNAN;FR
5013;46.500000;8.400000;Colissimo Dom-Tom / International;6;Los Villares ;ES
5013;46.500000;8.400000;Colissimo Dom-Tom / International;6;Los Villares ;ES
5014;178.890000;6.290000;Mondial Relay;8;PERI;FR
5014;178.890000;6.290000;Mondial Relay;8;PERI;FR
5014;178.890000;6.290000;Mondial Relay;8;PERI;FR
5015;100.620000;4.920000;Mondial Relay;8;Sylvain les moulins ;FR
5015;100.620000;4.920000;Mondial Relay;8;Sylvain les moulins ;FR
5015;100.620000;4.920000;Mondial Relay;8;Sylvain les moulins ;FR
5016;187.370000;14.770000;Chronopost;8;Huttendorf;FR
5016;187.370000;14.770000;Chronopost;8;Huttendorf;FR
5017;28.190000;8.690000;Colissimo;8;ST PRIX;FR
5018;81.120000;4.920000;Mondial Relay;8;Juan les pins;FR
5018;81.120000;4.920000;Mondial Relay;8;Juan les pins;FR
5019;24.420000;4.920000;Mondial Relay;8;Châtenay-Malabry;FR
5020;41.970000;4.920000;Mondial Relay;8;Toulouse, Haute-Garonne;FR
5021;179.190000;6.290000;Mondial Relay;8;SAVENAY;FR
5021;179.190000;6.290000;Mondial Relay;8;SAVENAY;FR
5022;175.370000;14.770000;Chronopost;8;Strasbourg ;FR
5022;175.370000;14.770000;Chronopost;8;Strasbourg ;FR
5022;175.370000;14.770000;Chronopost;8;Strasbourg ;FR
5023;129.610000;28.910000;TNT Express;15;Vila Nova Famalicao;PT
5023;129.610000;28.910000;TNT Express;15;Vila Nova Famalicao;PT
5023;129.610000;28.910000;TNT Express;15;Vila Nova Famalicao;PT
5023;129.610000;28.910000;TNT Express;15;Vila Nova Famalicao;PT
5024;105.140000;5.640000;Mondial Relay;8;LYON;FR
5024;105.140000;5.640000;Mondial Relay;8;LYON;FR
5025;394.090000;14.290000;Colissimo;8;Porto vecchio;FR
5025;394.090000;14.290000;Colissimo;8;Porto vecchio;FR
5025;394.090000;14.290000;Colissimo;8;Porto vecchio;FR
5026;228.670000;14.770000;Chronopost;8;Crevant ;FR
5026;228.670000;14.770000;Chronopost;8;Crevant ;FR
5027;228.670000;14.770000;Chronopost;8;Crevant ;FR
5027;228.670000;14.770000;Chronopost;8;Crevant ;FR
5028;298.460000;13.260000;Colissimo;8;Saint-Nom-la-Bretèche;FR
5028;298.460000;13.260000;Colissimo;8;Saint-Nom-la-Bretèche;FR
5028;298.460000;13.260000;Colissimo;8;Saint-Nom-la-Bretèche;FR
5028;298.460000;13.260000;Colissimo;8;Saint-Nom-la-Bretèche;FR
5029;180.830000;12.230000;Colissimo;8;Montillot;FR
5029;180.830000;12.230000;Colissimo;8;Montillot;FR
5029;180.830000;12.230000;Colissimo;8;Montillot;FR
5030;182.800000;6.290000;Mondial Relay;8;OLLIOULES;FR
5030;182.800000;6.290000;Mondial Relay;8;OLLIOULES;FR
5030;182.800000;6.290000;Mondial Relay;8;OLLIOULES;FR
5031;63.420000;4.920000;Mondial Relay;8;Charentay;FR
5032;178.890000;6.290000;Mondial Relay;8;Thoure sur loire;FR
5032;178.890000;6.290000;Mondial Relay;8;Thoure sur loire;FR
5032;178.890000;6.290000;Mondial Relay;8;Thoure sur loire;FR
5033;144.200000;11.200000;Colissimo;8;Coubron;FR
5033;144.200000;11.200000;Colissimo;8;Coubron;FR
5033;144.200000;11.200000;Colissimo;8;Coubron;FR
